[1, 0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0]:::
[0,0,0,0,1,0,0,0,0,0,0, 0]:::
[0,0,0,0,1,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::the place require to have more bath facilities for this amount of people
[0,0,0,0,0,1,0,0,0,0,0, 0]:::The water takes 5 minutes to heat up
[0,0,0,0,1,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[1,0,0,0,0,0,0,0,0,0,0, 0]:::Workers was so friendly
[0,0,0,0,0,0,0,0,1,0,0, 0]:::
[1,0,0,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,1,0,0,0,0,0,0,0,0, 0]:::Great location - close to the cathedral and surrounded by tapas bars and restaurants
[0,0,0,0,1,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::there remained a deep pool of water on the floor which did not evaporate
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,0,0,0,0,0,0,0, 1]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::Worst plumbing quality I ever saw
[0,0,0,0,0,0,0,0,0,0,0, 1]:::The hotel should not allow to smoke outside the main door
[0,0,1,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,0,0,0,0,0,1,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::The common room could have better places to sit down
[0,0,0,0,0,0,1,0,0,0,0, 0]::: and premade takeaway snack packs
[0,0,0,0,0,0,0,0,0,0,0, 1]:::
[0,0,0,0,0,0,0,0,0,0,1, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,1,0,0,0,0,0,0, 0]::: Towels are provided free of charge
[0,0,1,0,0,0,0,0,0,0,0, 0]:::
[1,0,0,0,0,0,0,0,0,0,0, 0]:::They try to provide a good service and make you feel welcome
[0,0,1,0,0,0,0,0,0,0,0, 0]::: though not pretty
[0,1,0,0,0,0,0,0,0,0,0, 0]:::Poor reception by rude lady
[0,0,0,0,0,0,0,0,0,0,0, 1]:::It’s impossible to live like this
[0,1,0,0,0,0,0,0,0,0,0, 0]:::Some of the staff are the worst i have ever come across in the world
[0,0,0,0,0,0,1,0,0,0,0, 0]:::Breakfast was decent
[0,0,0,0,1,0,0,0,0,0,0, 0]:::It feels like living in garden
[0,0,0,0,0,0,0,0,0,0,1, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::Noisy air conditioning
[0,0,1,0,0,0,0,0,0,0,0, 0]::: though not pretty
[0,0,0,0,0,0,0,0,1,0,0, 0]:::The pool area is a relaxing delight
[1,0,0,0,0,0,0,0,0,0,0, 0]:::Reception was informative
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[1,0,0,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::the water boiler wouldn’t work
[1,0,0,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,0,0,0,0,0,0,0, 1]:::
[0,0,0,0,0,0,0,0,0,0,0, 1]::: we stayed only 1 night
[0,0,0,0,1,0,0,0,0,0,0, 0]:::The bed lining was clean
[0,0,0,1,0,0,0,0,0,0,0, 0]::: lot of noise from little street
[0,0,0,0,0,0,0,0,0,0,1, 0]::: All amenities and services great
[0,0,0,0,1,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,1,0,0,0,0,0,0, 0]:::easy to reach light switches at bedsides
[0,0,0,0,0,1,0,0,0,0,0, 0]:::They didn’t have any housekeeping in our room during our 4-night stay
[0,0,0,0,1,0,0,0,0,0,0, 0]:::Bed is very comfortable
[0,0,0,0,0,0,1,0,0,0,0, 0]:::
[0,0,0,0,1,0,0,0,0,0,0, 0]:::The beds and pillows were very comfy
[0,0,1,0,0,0,0,0,0,0,0, 0]::: pharmacy and a variety of restaurants
[0,0,1,0,0,0,0,0,0,0,0, 0]::: next to a very walkable area
[0,0,1,0,0,0,0,0,0,0,0, 0]:::There's public transportation near by
[0,0,1,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,0,0,0,0,0,0, 1]:::In the hotel there is no place where you could sit \ take a bite \ use a laptop
[0,0,0,0,1,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,0,0,0,0,0,1, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,1,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,1,0,0,0,0,0,0,0,0, 0]::: it had excellent facilities
[1,0,0,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,1,0,0,0,0,0,0, 0]:::kitchen with tools to cook and fridge
[1,0,0,0,0,0,0,0,0,0,0, 0]::: that were there 24/7
[0,0,0,0,1,0,0,0,0,0,0, 0]:::
[0,0,1,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,0,0,0,0,0,0, 1]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,1,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,0,0,0,0,1,0, 0]:::
[0,0,1,0,0,0,0,0,0,0,0, 0]:::The area is nice and quiet at night
[0,0,0,0,0,1,0,0,0,0,0, 0]::: it was impossible to get a shower cap
[1,0,0,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,1,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,1,0,0,0,0,0, 0]:::There was only one bathroom being shared by people from 3 rooms
[1,0,0,0,0,0,0,0,0,0,0, 0]::: the staff makes this hotel better than most Corynthias
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,1,0,0,0,0,0,0,0,0,0, 0]:::
[1,0,0,0,0,0,0,0,0,0,0, 0]:::gave us the necessary information about how and where to park in the old town
[0,0,0,0,0,1,0,0,0,0,0, 0]:::
[0,0,0,0,1,0,0,0,0,0,0, 0]:::The room was kept clean and tidy
[1,0,0,0,0,0,0,0,0,0,0, 0]:::
[0,0,0,0,0,0,0,0,1,0,0, 0]:::
